UBR Number,UBR Year,Species Name,Number of birds,Details,Date first seen,Location,UBR Status,First NZ record?,Reference,
1993/004,1993,Darter,1,Live,Dec-26,"Far North, Waiharara",,Accepted,,Medway 2000a
1993/003,1993,Sooty albatross,1,Live,Feb-04,"At sea, north of Auckland Islands",,Accepted,Yes,Medway 2000a
1993/002,1993,Townsend's shearwater,0,,Jan-06,Hauraki Gulf off Kawau Island,,Not accepted,,
1993/001,1993,White-throated needletail,2,Live,Jan-17,"Coromandel Peninsula, Opoutere, Wharekawa Lookout",,Accepted,,Medway 2000a
1992/036,1992,Lesser frigatebird,1,Died,Jan-17,Manukau Harbour,,Accepted,,Medway 2000a
1992/035,1992,Chinstrap penguin,1,Live,Nov-27,"Otago, Warrington Spit",,Accepted,,Medway 2000a
1992/034,1992,Petroica sp. [flame robin],0,,Dec-20,"King Country, Otorohanga",,Suspense,,
1992/033,1992,White-bellied storm petrel,0,,Nov-25,Hauraki Gulf,,Not accepted,,
1992/032,1992,Great knot,2,Live,Nov-08,"Waikato River mouth, South Auckland",,Accepted,,Medway 2000a
1992/031,1992,Gull-billed tern,3,Live,May-30,"Kaipara Harbour, Jordan's Farm",,Accepted,,Medway 2000a
1992/030,1992,Stejneger's petrel,0,,Nov-25,Hauraki Gulf off Tiritiri Matangi Island,,Not accepted,,
1992/029,1992,Juan Fernandez petrel,0,,Sep-16,Hauraki Gulf south of Little Barrier Island,,Not accepted,,
1992/028,1992,Cirl bunting,3,Live,Jul-15,Gisborne,,Accepted,,Medway 2000a
1992/027,1992,Nankeen kestrel,1,Live,Dec-19,Gisborne Botanical Gardens,,Accepted,,Medway 2000a
1992/026,1992,Grey phalarope,1,Live,Jul-05,"Manukau Harbour, Kidd's shellbanks",,Accepted,,Medway 2000a
1992/025,1992,Chatham petrel,1,Live,Nov-26,"Chatham Island, Tuku Valley",,Accepted,,Medway 2000a
1992/024,1992,Lesser frigatebird,0,,Nov-22,Chatham Islands,,Not accepted,,
1992/023,1992,Marsh sandpiper,1,Live,Feb-16,"Manukau Harbour, Mangere ponds",,Accepted,,Medway 2000a
1992/022,1992,Barn owl,0,,Apr-21,"North Auckland, Whenuapai",,,,
1992/021,1992,Subantarctic skua,1,Live,Jul-27,"Manukau Harbour, Mangere ponds",,Accepted,,Medway 2000a
1992/020,1992,Chestnut teal,3,Live,May-23,Manawatu estuary,,Accepted,,Medway 2000a
1992/019,1992,Red-legged partridge,4,Live,Feb-06,"Firth of Thames, Mangatarata District",,Accepted,No,Medway 2004
1992/018,1992,Brown noddy,1,Dead,Jun-16,"Muriwai Beach, Auckland",,Accepted,No,Gill & Driessen 1993
1992/017,1992,Australasian little grebe,1,Live,Aug-23,"Ashley-Saltwater Creek estuary, North Canterbury",,Accepted,,Medway 2000a
1992/016,1992,Fan-tailed cuckoo,1,Live,Oct-15,"South Westland, Haast Village",,Accepted,No,Medway 2000a
1992/015,1992,Noddy sp.,0,,Jan-09,"Muriwai Beach, Auckland",,Not accepted,,
1992/014,1992,Plumed whistling duck,7,Live,Apr-04,Hokitika sewage ponds,,Accepted,,Medway 2000a
1992/013,1992,South Polar skua,0,,Apr-28,Hauraki Gulf,,Not accepted,,
1992/012,1992,Long-tailed skua,0,,Apr-09,Hauraki Gulf,,Not accepted,,
1992/011,1992,Streaked shearwater,0,,Apr-23,Hauraki Gulf,,Not accepted,,
1992/010,1992,Ringed plover,0,,Dec-23,"Waipu estuary, Northland",,Not accepted,,
1992/009,1992,Satin flycatcher,1,Live,Mar-15,"South Westland, Okarito",,Not accepted,No,
1992/008,1992,Chestnut teal,1,Live,May-13,Manawatu estuary,,Accepted,,Medway 2000a
1992/007,1992,Ruff,1,Live,Nov-30,Lake Ellesmere,,Accepted,,Medway 2000a
1992/006,1992,Oriental cuckoo,1,Live,Jul-01,"Wairarapa, Martinborough",,Suspense,No,
1992/005,1992,Chatham Island mollymawk,1,Live,Dec-12,"Canterbury at sea, off Banks Peninsula and Kaikoura",,Accepted,,Medway 2000a
1992/004,1992,Tree martin,1,Live,Feb-20,"Hamilton sewage ponds, Pukete",,Accepted,,Medway 2000a
1992/003,1992,Hudsonian godwit,1,Live,Jan-28,Whitianga,,Accepted,,Medway 2000a
1992/002,1992,Broad-billed sandpiper,1,Live,Jan-19,Manawatu estuary,,Accepted,,Medway 2000a
1992/001,1992,Broad-billed sandpiper,1,Live,Dec-08,"Kaipara Harbour, Big Sand Island (Tapora)",,Accepted,,Medway 2000a
1991/033*,1991,Common tern,1,Live,Jan-27,"Wellington, Pukerua Bay",,Accepted,No,Guest 1992
1991/032*,1991,Arctic tern,1,Dead,Nov-22,"Waikanae, Waimeha Stream",,Accepted,No,Guest 1992
1991/022,1991,White-throated needletail,1,Live,Dec-02,"Cuvier Island, Hauraki Gulf",,Accepted,No,Guest 1992
1991/021,1991,Sooty tern,1,Dead,Aug-22,"Waikato coast, Kariotahi Beach",,Accepted,No,Guest 1992
1991/020,1991,White-browed woodswallow,1,Live,Sep-21,"Miranda, Firth of Thames",,Accepted,No,Guest 1992
1991/019,1991,Fan-tailed cuckoo,1,Live,Sep-19,"Central Otago, Wanaka Airport",,Accepted,No,Guest 1992
1991/018,1991,Snow petrel,0,,Oct-27,"Canterbury at sea, off Banks Peninsula",,Not accepted,,
1991/017,1991,Chestnut teal,1,Live,Jun-03,Manawatu estuary,,Accepted,Yes,Moore & Moore 1992
1991/016,1991,Antarctic fulmar,1,Live,Jul-02,"Bay of Plenty at sea, north of Motiti Island",,Accepted,No,Guest 1992
1991/015,1991,Stitchbird,0,,Jun-05,"Whitianga, Ohuka Farm, Buffalo Beach",,Not accepted,,
1991/014,1991,Greater sand plover,1,Live,May-14,"Bay of Plenty, Whangaparaoa River, Cape Runaway",,Accepted,No,Guest 1992
1991/013,1991,American golden plover,1,Live,Jan-27,"Rangaunu Harbour, Karikari Peninsula, Northland",,Accepted,Yes,Guest 1992
1991/012,1991,Lesser frigatebird,1,Live,Oct-26,Whangarei Harbour,,Accepted,No,Guest 1992
1991/011,1991,Brown booby,1,Live,Aug-15,"Far North, Houhora Harbour",,Accepted,No,Guest 1992
1991/010,1991,unidentified bird,0,,Feb-03,"Cuvier Island, Hauraki Gulf",,Not accepted,,
1991/009,1991,Pacific gull,0,,Dec-10,"Christchurch, between New Brighton and Sumner",,Not accepted,,
1991/008,1991,Nankeen kestrel,1,Live,May-14,"Waikato, Cambridge",,Accepted,No,Guest 1991
1991/007,1991,Grey-tailed tattler,1,Live,Nov-20,Kaikoura,,Accepted,No,Guest 1992
1991/006,1991,Fork-tailed swift,1,Live,Jan-02,"Chatham Islands, Rangatira (South East) Island",,Accepted,No,Miskelly et al. 2006
1991/005,1991,White-bellied storm petrel,1,Live,Jan-08,Hauraki Gulf between Great and Little Barrier Islands,,Accepted,No,Guest 1992
1991/004,1991,North Island robin,0,,Jan-10,"Great Barrier Island, Mount Hobson,",,Not accepted,,
1991/003,1991,Ringed plover,0,,Nov-30,,,,,
1991/002 (R),1991,Crested tern,0,,Nov-23,"Southland, Awarua Bay",,Not accepted,,
1991/002,1991,Crested tern,0,,Nov-23,"Southland, Awarua Bay",,Not accepted,,
1991/001 (R),1991,Darter,0,,Jun-06,"Northland, Dargaville Aerodrome",,Not accepted,,
1991/001,1991,Darter,0,,Jun-06,"Northland, Dargaville Aerodrome",,Not accepted,,
1990/032,1990,Satin flycatcher,0,,Oct-21,"Kaikoura coast, Blue Duck Scientific Reserve",,Not accepted,,
1990/031,1990,Pink-eared duck,1,Live,Jun-07,"Manukau Harbour, Mangere ponds",,Accepted,Yes,Eller et al. 1991
1990/030*,1990,Kerguelen petrel,1,Dead,Jun-09,"Southland, at sea",,,,
1990/030,1990,Snow petrel,0,,Aug-27,"Wellington Harbour, off Seatoun Wharf",,Not accepted,,
1990/029,1990,Black noddy,1,Live,Sep-02,"Rangaunu Harbour entrance, Northland",,Accepted,No,Guest 1991
1990/028,1990,Northern shoveler,1,Live,Aug-19,"Dunedin, Kaikorai estuary",,Accepted,No,Guest 1991
1990/027,1990,Chatham Island mollymawk,1,Live,Aug-22,Kaikoura pelagic,,Accepted,No,Guest 1991
1990/026,1990,Barn owl,1,Dead,Aug-17,New Plymouth,,Accepted,No,Guest 1991
1990/025,1990,White tern,1,Dead,May-06,"Muriwai Beach, Auckland",,Accepted,No,Guest 1991
1990/024,1990,Red-tailed tropicbird,1,Dead,May-06,"Muriwai Beach, Auckland",,Accepted,No,Guest 1991
1990/023,1990,Lesser sand plover,1,Live,Jun-04,"Otago, Aramoana",,Accepted,No,Guest 1991
1990/022,1990,Magellanic penguin,1,Live,Mar-18,"Otago Harbour, Harwood Flat",,Accepted,No,Guest 1991
1990/021,1990,Nankeen kestrel,1,Live,May-09,"Nelson, Korere",,Accepted,No,Guest 1991
1990/020,1990,Nankeen kestrel,1,Live,May-23,"Marlborough, Blenheim, Hammerick's Road",,Accepted,No,Guest 1991
1990/019,1990,Plumed whistling duck,6,Live,Mar-25,"South Westland, Haast Beach",,Accepted,No,Guest 1991
1990/018,1990,Nankeen kestrel,1,Live,May-14,"Westland, Rayner's Park, Westport",,Accepted,No,Guest 1991
1990/017,1990,Plumed egret,0,,Apr-16,"Three Kings Islands, Great King Island",,Not accepted,,
1990/016,1990,Egret sp.,0,,Apr-14,"Central Otago, Lady's Mile, near Lake Hayes",,Not accepted,,
1990/015,1990,Pomarine skua,0,,Apr-09,"Central Otago, near Lake Hayes",,Not accepted,,
1990/014,1990,Common tern,1,Live,Feb-24,"Kaipara Harbour, Lake Rotokawau & Pouto Beach",,Accepted,No,Guest 1991
1990/013,1990,Gould's petrel,1,Dead,May-07,"Muriwai Beach, Auckland",,Accepted,No,Guest 1991
1990/012,1990,Stejneger's petrel,1,Dead,Dec-30,"Wellington, Pukerua Bay",,Accepted,No,Guest 1991
1990/011,1990,Pycroft's petrel,1,Dead,May-07,"Muriwai Beach, Auckland",,Accepted,No,Guest 1991
1990/010,1990,Plumed egret,1,Live,Mar-18,"Westland, Lake Ryan, Cobden and Blaketown Lagoon",,Accepted,No,Guest 1991
1990/009,1990,Black-faced cuckoo-shrike,1,Live,Mar-04,"Central Otago, Tarras",,Accepted,No,Guest 1991
1990/008,1990,Lesser frigatebird,0,,Oct-26,Whangarei Harbour,,,,
1990/007,1990,Pallid cuckoo,1,Live,Jan-12,"Mackenzie Country, Omarama, Ahuriri Bridge",,Accepted,No,Guest 1991
1990/006,1990,Shining cuckoo,1,Live,Nov-30,"Auckland Islands, Ocean Island",,Accepted,,McClelland & Moore 1991
1990/005,1990,Canada goose,1,Live,Nov-14,"Auckland Islands, Enderby Island",,Accepted,No,McClelland & Moore 1991
1990/004,1990,Yellow-billed spoonbill,1,Live,Dec-12,"Wairarapa, Te Whiti",,Accepted,No,Guest 1991
1990/003,1990,Christmas Island shearwater,1,Live,Nov-10,"Kermadec Island, Curtis Island",,Accepted,,Taylor & Tennyson 1994
1990/002,1990,Soft-plumaged petrel,2,Live,Nov-13,"At sea, halfway to Kermadec Islands",,Accepted,No,Guest 1991
1990/001,1990,Brown noddy,50,Breeding,Oct-14,"Kermadec Island, Curtis Island",,Accepted,Yes,Veitch et al. 2004
1989/027,1989,Blackbird,1,Aberrant,May-15,"Wellington, Eastbourne",,Accepted,No,
1989/026,1989,Common tern,1,Live,Nov-15,,,Accepted,No,
1989/025,1989,Barn owl,1,Live,Feb-15,"North Auckland, South Kaipara Head, north of Waioneke",,Accepted,No,Guest 1990
1989/024,1989,Satin flycatcher,1,Dead,Dec-26,"Motueka sandspit, Tasman Bay",,Accepted,No,Guest 1990
1989/023,1989,Goshawk sp.,1,Live,Aug-13,"Horowhenua, Ohau area",,Not accepted,No,Guest 1990
1989/022,1989,Brown booby,1,Live,Jul-29,"East Cape, Lottin Point, and 40 km east of Opotiki",,Accepted,No,Guest 1990
1989/021,1989,Northern shoveler,2,Live,Aug-19,"Whanganui, Pauri Lake",,Accepted,No,Battley 1991
1989/020A,1989,Reef heron (white morph),1,Live,Jun-08,"Avon-Heathcote estuary, Brighton Spit",,Accepted,No,Crossland 1992
1989/020,1989,Reef heron (white morph),1,Live,Jun-07,"Avon-Heathcote estuary, Brighton Spit",,Accepted,Yes,Crossland 1992
1989/019,1989,Cape Barren goose,0,,Dec-10,Waikanae River estuary,,Accepted,,
1989/018,1989,Oriental dotterel,1,Live,Feb-09,"Lake Ellesmere, Greenpark Road",,Accepted,No,Guest 1990
1989/017,1989,Antarctic tern,0,,Nov-08,Waikanae River estuary,,,,
1989/016,1989,Long-tailed skua,0,,Feb-25,Hauraki Gulf  off Leigh Marine Laboratory,,Not accepted,,
1989/015,1989,Kermadec petrel,0,,Jan-08,"At sea off Muriwai Beach, Auckland",,Not accepted,,
1989/014,1989,Polynesian storm petrel,0,,Feb-24,Hauraki Gulf  off Leigh Marine Laboratory,,Not accepted,,
1989/013,1989,White-throated needletail,1,Dead,Dec-27,"Kapiti coast, Te Horo Beach",,Accepted,No,Guest & Bell 1989
1989/012,1989,White-tailed tropicbird,1,Live,Jan-09,"Northland, Ruakaka, One Tree Point",,Accepted,No,Guest & Bell 1989
1989/011,1989,Common tern,1,Live,Feb-25,"Bay of Plenty, Matata, Tarawera River mouth",,Accepted,No,Guest & Bell 1989
1989/010,1989,Cape Barren goose,0,Live,Dec-15,Manawatu estuary,,Accepted,No,
1989/009,1989,Storm petrel sp.,0,,May-14,"Canterbury at sea, off Timaru",,Suspense,,
1989/008,1989,Chestnut-breasted shelduck,2,Live,Jan-20,"Hokitika River, at Arthurstown",,Accepted,Yes,Grant 1989
1989/007,1989,Common sandpiper,0,,Jan-23,"Manukau Harbour, Kidd's shellbanks",,Not accepted,,
1989/006,1989,American golden plover,1,Live,Jan-28,"Auckland, Pollen Island, Waitemata Harbour",,Not accepted,No,Guest 1990
1989/005,1989,Juan Fernandez petrel,2,Live,Jan-26,"Chatham Islands, Rangatira (South East) Island",,Accepted,,Imber et al. 1991
1989/004,1989,Gould's petrel,1,Died,Dec-19,Dunedin (handed into Portobello Marine Lab),,Accepted,No,Hawke 1989
1989/003,1989,Tahiti petrel,2,Live,Jul-11,"Bay of Plenty at sea, near White Island",,Accepted,No,Guest & Bell 1989
1989/002,1989,Little stint,0,,Aug-30,"Lake Ellesmere, Wolfes Road",,Suspense,,
1989/001,1989,Long-tailed skua,1,Dead,Nov-13,"Horowhenua, Otaki Beach",,Accepted,No,Guest & Bell 1989
1988/026*,1988,unidentified bird,0,,Aug-07,"Otago, Aramoana",,,,
1988/025*,1988,Oriental cuckoo,0,,Mar-19,"Westland, between Matai and Ahaura",,Accepted,,
1988/024*,1988,Oriental cuckoo,0,,Mar-24,"Westland, between Matai and Ahaura",,Accepted,,
1988/023*,1988,Sooty tern,1,Dead,Mar-19,"Westland, Punakaiki",,Accepted,,
1988/022*,1988,White tern,1,Dead,Apr-23,"Kapiti coast, Pekapeka Beach",,Accepted,No,Guest & Bell 1989
1988/021,1988,Sooty tern,0,,Jun-22,"Auckland, Whatipu Beach, North Manukau Heads",,Accepted,,
1988/018,1988,Ruff,1,Live,Nov-01,"Lake Wainono, South Canterbury",,Accepted,No,Maloney 1988
1988/017,1988,Oriental pratincole,1,Live,Feb-10,"Ruapuke Island, Tauatemaku Lagoon",,Accepted,No,Guest & Bell 1989
1988/014,1988,Snipe (Gallinago sp.),1,Live,Jan-26,"Mackenzie Country, Lake Tekapo, c. 2 km up Cass River",,Accepted,No,Guest & Bell 1989
1988/012,1988,Common tern,1,Live,Dec-25,Manawatu estuary,,Accepted,No,Imber 1988
1988/011,1988,Great knot,1,Live,Dec-27,Manawatu estuary,,Accepted,No,Imber 1988
1988/010,1988,Arctic tern,2,Live,Nov-14,Snares Islands,,Accepted,,Miskelly et al. 2001
1988/009,1988,Bridled tern,1,Dead,Nov-28,"Christchurch, New Brighton Beach",,Accepted,Yes,Tunnicliffe & Langlands 1990
1988/008,1988,Lesser yellowlegs,1,Live,Oct-30,"Manukau Harbour, Mangere ponds",,Accepted,No,Imber 1988
1988/007,1988,South Island kokako,0,Unknown,Jul-01,,,Not accepted,No,
1988/006,1988,Oriental dotterel,1,Live,Nov-30,"Southland, Waituna Lagoon",,Accepted,No,Guest & Bell 1989
1988/005,1988,Oriental dotterel,1,Live,Feb-15,"Invercargill, New River estuary",,Accepted,No,Guest & Bell 1989
1988/004,1988,American golden plover,1,Live,Jul-01,"Westland, Greymouth",,Not accepted,No,
1988/003,1988,White-throated needletail,2,Live,Apr-20,"Westland, Greymouth and 12 Mile Bluff",,Accepted,No,Imber 1988
1988/002,1988,Barn owl,1,Live,Jul-01,Hokitika Meterological office,,Accepted,No,Imber 1988
1988/001C,1988,Nankeen night heron,1,Live,Apr-18,"Otago, Upper Taieri",,Accepted,No,Guest & Bell 1989
1988/001B,1988,Hudsonian godwit,0,,Mar-13,"Catlins Lake, Cabbage Point",,,,
1988/001A,1988,Bush wren,1,Live,Jan-11,"Nelson Lakes NP, on the track to Travers Saddle",,Not accepted,No,Guest & Bell 1989
1987/023,1987,White-winged black tern,0,,Nov-07,"Westland, Grey River estuary",,Accepted,,
1987/022,1987,New Zealand dabchick,1,Live,Jun-17,"Lake Elterwater, Marlborough",,,No,Heather 1988
1987/021A,1987,Lesser frigatebird,1,Dead,Jan-28,"Motuora Island, Hauraki Gulf",,Accepted,No,Fennell 1987
1987/021,1987,Brown teal,1,Live,Mar-12,"Rotorua lakes, Lake Rotorua, near Rotorua Museum",,Accepted,No,Imber 1988
1987/020,1987,Hudsonian godwit,0,,Jul-01,"Manukau Harbour, Ambury Farm Park, Mangere",,Accepted,,
1987/019,1987,Brown booby,1,Dead,Jul-05,"Canterbury, Cooper's Lagoon",,Accepted,,
1987/018,1987,Hudsonian godwit,0,,Jun-28,"Waikato coast, Kawhia Harbour",,Accepted,,
1987/017,1987,Grey plover,0,,Jan-25,Parengarenga Harbour,,Accepted,,
1987/016,1987,Nankeen kestrel,0,,Apr-11,"South Westland, Okarito Road",,Accepted,,
1987/014,1987,Grey phalarope,1,Live,Jun-21,"Lake Wainono, South Canterbury",,Accepted,No,Maloney & Watola 1989
1987/013,1987,Black falcon,1,Live,Jun-21,"Marlborough, Wairau Lagoons",,Not accepted,,
1987/012,1987,Whimbrel,0,,Apr-30,"Miranda, Access Bay, Firth of Thames",,Withdrawn,,
1987/010,1987,Great knot,0,,Nov-21,"North Westland, Karamea, Oparara Lagoon",,Not accepted,,
1987/009,1987,Arctic tern,1,Live,Nov-15,Manawatu estuary,,Accepted,No,Fennell 1987
1987/008,1987,Channel-billed cuckoo,1,,Oct-28,"Far North, Ngataki, Kimberley Road",,Accepted,,Tennyson & Brackenbury 1998
1987/007,1987,Little bittern,1,Live,Feb-05,"Westport, lower Buller River",,Accepted,Yes,O'Donnell & Dilks 1988
1987/006,1987,Whiskered tern,1,Live,May-02,"Rotorua lakes, Lake Rotorua, Sulphur Bay",,Accepted,No,Gill et al. 2010
1987/005,1987,Lesser yellowlegs,0,,Mar-25,"Manukau Harbour, Ambury Farm Park, Mangere",,Accepted,,
1987/004,1987,Asiatic dowitcher,1,Live,Feb-06,"Miranda, Access Bay, Firth of Thames",,Accepted,No,Keeley 1988
1987/003,1987,Black-faced cuckoo-shrike,1,Live,Jun-22,"Rotorua, Forest Research Institute grounds",,Accepted,No,Gill et al. 2010
1987/001,1987,Common tern,2,Live,Nov-28,"Bay of Plenty, Bowentown shellbanks, Tauranga Harbour",,Accepted,No,Guest 1990
1986/028,1986,Galah,0,,May-29,"Waikato, SH2, Mangatawhiri township, c. 1 km east",,,,
1986/027,1986,unidentified owl,0,,Apr-06,unknown location,,,,
1986/026,1986,Lesser sand plover,1,Live,Aug-07,Lake Ellesmere,,Accepted,No,Fennell 1987
1986/025,1986,Australian wood duck,1,Live,Nov-13,Snares Islands,,Accepted,,Miskelly et al. 2001
1986/024,1986,Lesser sand plover,1,Live,Mar-08,"Hawke's Bay, Porangahau Estuary, Hawke's Bay",,Accepted,No,Fennell 1987
1986/023,1986,Chestnut-breasted shelduck,1,Live,Jan-26,"Far North, Lake Half, near Pukenui",,Accepted,No,Fennell 1987
1986/022,1986,Gull-billed tern,1,Live,Jul-04,"Hawke's Bay, Taradale, Hawkes Bay",,Accepted,No,Fennell 1987
1986/021,1986,Gull-billed tern,1,Live,Jul-04,Avon-Heathcote estuary,,Accepted,No,Fennell 1987
1986/020,1986,Nankeen kestrel,1,Live,May-09,"Hawke's Bay, Te Mata Peak, Havelock North",,Accepted,No,Fennell 1987
1986/019,1986,Sooty tern,13,Live,Jul-27,"North Auckland, Pakiri Beach, north end",,Accepted,No,Fennell 1987
1986/018,1986,Hudsonian godwit,1,Live,Oct-04,"Kaipara Harbour, Jordan's Farm",,Accepted,No,Fennell 1987
1986/017A,1986,Oriental cuckoo,1,Live,Dec-10,Snares Islands,,Accepted,,Miskelly et al. 2001
1986/017,1986,Lesser frigatebird,0,,Jan-05,"Waikanae Beach, Wellington",,Accepted,,
1986/016A,1986,Wilson's storm petrel,1,Live,May-28,Hauraki Gulf between Great and Little Barrier Islands,,Accepted,No,Fennell 1987
1986/016,1986,Black-tailed native-hen,1,Live,May-16,"Waikato, Opuatia",,Accepted,No,Fennell 1987
1986/015A,1986,Royal penguin,1,Live,Mar-17,"North Otago, Katiki Point, Moeraki",,Accepted,No,Fennell 1987
1986/015,1986,Little stint,0,,Oct-19,"Kaipara Harbour, Jordan's Farm",,Not accepted,,
1986/014,1986,Little stint,0,,Nov-19,"Miranda, Access Bay, Firth of Thames",,Suspense,,
1986/011,1986,White-naped petrel,1,Dead,Jan-27,"Far North, Karikari Bay",,Accepted,No,Dowding 1987
1986/010,1986,Great knot,1,Live,Feb-01,Whanganui River estuary,,Accepted,No,Fennell 1986
1986/009,1986,Painted snipe,1,Live,Aug-06,"Lake Ellesmere, Wolfes Road",,Accepted,Yes,Harrison & Mulligan 1987
1986/008,1986,Manx shearwater,1,Dead,Jan-25,"Waikanae Beach, Wellington",,Accepted,No,Tennyson 1986
1986/007,1986,Juan Fernandez petrel,1,Live,Jan-27,"Chatham Islands, Rangatira (South East) Island",,Accepted,No,Imber et al. 1991
1986/006,1986,Royal penguin,1,Died,Feb-19,Snares Islands,,Accepted,,Miskelly et al. 2001
1986/005,1986,Cape Barren goose,1,Live,Feb-11,"South Auckland, Clifton Beach, Turanga estuary, Whitford",,Accepted,No,Fennell 1987
1986/004,1986,Egret sp.,0,,Aug-02,"Lake Ellesmere, Kaituna Lagoon",,,,
1986/003,1986,Plumed egret,1,Live,Aug-02,"Lake Ellesmere, Kaituna Lagoon",,Accepted,No,Fennell 1987
1986/002,1986,Plumed egret,1,Live,May-05,Avon-Heathcote estuary,,Accepted,No,Fennell 1987
1986/001,1986,Plumed egret,1,Live,May-25,"Far North, Kaikohe sewage pond",,Accepted,No,Fennell 1987
1985/043,1985,Pectoral sandpiper,6,Live,Feb-21,"Otago, Clutha River, lagoon between the two branches",,,,
1985/042,1985,Fairy tern,0,,Jul-10,"Miranda, Access Bay, Firth of Thames",,Accepted,,
1985/041,1985,Grey-tailed tattler,0,,Nov-14,"Mount Cook Village, Black Birch Stream",,Accepted,,
1985/040,1985,Chestnut-breasted shelduck,0,Live,Jul-01,various locations nationwide,,Not recorded,No,Heather 1987
1985/039,1985,Arctic tern,1,Live,Jan-20,"Bay of Plenty, Bowentown shellbanks, Tauranga Harbour",,Accepted,No,Fennell 1986
1985/038,1985,Nankeen kestrel,1,Live,Oct-25,"Avon River at South Brighton Bridge, Christchurch",,Accepted,No,Fennell 1986
1985/037,1985,Common tern,1,Live,Jul-01,"Bay of Plenty, Rangitaiki River mouth",,Accepted,No,
1985/036,1985,Brown booby,2,Live,Oct-08,"Manukau Harbour, Little Huia",,Accepted,No,Fennell 1986
1985/035,1985,Great knot,0,,Nov-16,"Whanganui District, Whangaehu estuary",,Not accepted,,
1985/034,1985,Gull-billed tern,1,Live,Dec-06,Whanganui River estuary,,Accepted,No,Fennell 1986
1985/033,1985,Gentoo penguin,1,Live,Dec-27,Snares Islands,,Accepted,,Miskelly et al. 2001
1985/032,1985,Crested tern,1,Live,May-24,"Kaikoura, Atia Point",,Accepted,No,Fennell 1986
1985/031,1985,Common greenshank,0,,Jun-08,"Lake Ellesmere, Embankment Road",,Accepted,,
1985/030A,1985,Ruff,1,Live,Mar-16,"Southland, Lake George extension, Colac Bay",,Accepted,No,Miskelly & Cooper 1985
1985/030,1985,Ruff,1,Live,Dec-09,"Southland, Lake George, Colac Bay",,Accepted,Yes,Miskelly & Cooper 1985
